"a
b
c",,,,,,,,,,,,
,167,300-C,,3:45:00 PM,4:45:00 PM,167. The Mesa Easter Pageant and the Future of the LDS Church,"The Mesa Easter Pageant is an annual passion play of the life of Christ on the grounds of the Mesa Arizona Temple with a distinctive LDS flavor. During its two-week run up to Easter, the pageant attracts up to fifteen thousand people every night. It features a live cast of 500 local people and is one of the few pageants that will be continued even after Manti and others are ending. It is a community event that attracts the Christian community in Phoenix as the elements in the event have become more mainstream Christian over time.",Brian Simper,"Brian Simper is an active member of his ward and serves in a Young Men’s presidency. He is an Arizona native and served a full-time mission in Alberta, Canada. Most of the time he manages network security for financial firms. He is married and has four children.",Mark Petersen,,
,171,200-A,,5:00:00 PM,6:30:00 PM,171. Liquor and Mormons,"Utah liquor laws are constantly evolving, and they don't always reflect what's best for businesses, customers, or even the safety of the community. The majority of people who make the laws in Utah don't drink, and this leads to frustration, misunderstandings, and bad press for the state.",Lisa Barlow; Michael Eccleston; Tanner Lenart,"Tanner Lenart is an attorney at Christensen & Jensen, with a practice focused on working with hospitality businesses and aiding the navigation of Utah’s liquor laws. Before attending law school at the University of Utah, Tanner worked as a ski instructor and a bar tender. Originally from Alabama, Tanner now lives in Salt Lake with her husband and young daughter.",Blair M. White,,
,,,,,,,,,,,,
,,,,,,,,,Lisa Barlow is the owner of muliple brands including vida tequila and owns her own lifestyle branding marketing company Luxe Marketing,,,
,,,,,,,,,,,,
,,,,,,,,,Michael Eccleston is the owner of the Quarters Arcade Bar.,,,
,172,200-B,,5:00:00 PM,6:30:00 PM,172. Mormons and ERA,"The Equal Rights Amendment (ERA) has a long history beginning in 1923. It is still not part of the U.S. Constitution. This would guarantee constitutional equality of the sexes. The LDS Church had an impact on the bill’s inability to be ratified by the arbitrary deadline, yet there has been a recent shift within the Church. With the Women’s Marches, #MeToo movement, and growing numbers of female representation in our government, the ERA is back in the spotlight. We will discuss the history of the ERA, why and how the ERA is still relevant, and what it will take to be ratified.",Anissa Rasheta; Rebecca McHood; Sara Vranes,"Anissa Rasheta is on the leadership board of the ERA Task Force AZ and Mormons for ERA. She is the Arizona State Chair for Citizen Advocacy for CARE, a leading international humanitarian organization. She won the I CAN award in 2017, a national award for advocates. She is also on the United States Global Leadership Coalition Arizona Advisory Committee.",Kalani Tonga,,
,,,,,,,,,,,,
,,,,,,,,,Rebecca McHood made her Sunstone debut in 2016 with Operation Underground Railroad where she talked about fighting sex-trafficking and shutting down fake massage parlors in Arizona. She has a bachelor’s degree in interdisciplinary studies focusing on anthropology and political science from Arizona State University. She is a founding member of ERA Task Force AZ and co-founder of iseeuhope.org.,,,
,,,,,,,,,,,,
,,,,,,,,,"Sara Vranes works as a midwife, doula, and lactation specialist. She has a BS from BYU in sociology and international development, focusing on international women’s health. She is a cofounder of the Briana Project, a nonprofit that provides care throughout the childbearing year to homeless, refugee, and underserved women throughout Northern Utah.",,,
,173,200-C,,5:00:00 PM,6:30:00 PM,173. Overcoming the Anger: How to Let Go and Move On,"When individuals leave the Church they are often overwhelmed with negative emotions: anger, betrayal, hurt, lose and loneliness to name a few. While righteous indignation can seem cathartic at first, hosting negative feelings can begin to feel burdensome. Based on his many years working with individuals in faith transition, John will discuss ways to move on from the pain and embrace more peace and joy.",John Larsen,John Larsen is the host of the Sunstone Podcast and fomer host of the Mormon Expression Podcast.,Jennifer Koski,,
,174,200-D,,5:00:00 PM,6:30:00 PM,174. Theological Development in Mormon Fundamentalism,"This panel will explore “doctrinal formation” in a broader sense: where different fundamentalist ideas came from, and how different groups and individuals have interpreted, rejected, or altered doctrine based on their historical understanding, experiences, and beliefs.",Lindsay Hansen Park; Jacob Vidrine; Cristina Rosetti; Kris Wray,Lindsay Hansen Park is host of the Year of Polygamy podcast and executive director of the Sunstone Education Foundation.,Drew Ostler,,
,,,,,,,,,,,,
,,,,,,,,,"Jacob Vidrine is a student, independent historian, and researcher.",,,
,,,,,,,,,,,,
,,,,,,,,,"Cristina Rosetti has a Ph.D. in religious studies from the University of California, Riverside. Her research focuses on Mormon fundamentalism and the emergence of new movements within a religious tradition.",,,
,175,300-A,,5:00:00 PM,6:30:00 PM,175. Radiant Mormonism,"Richard Bushman coined the term “Radiant Mormonism,” which suggests that certain Latter-day Saints radiate their influence “like rays of light and beams of energy from the sun.” He adds, “They are not official, but a part of each of them originates in the church and in core Mormonism. They are part of a great Mormon sphere of influence that reaches far beyond the church itself. . . . Radiant Mormonism is elevating. It improves the world. It operates on the principle of good will. Underlying it is the desire to work for the good of mankind.” This session consists of half-hour interviews with two Radiant Mormons, followed by a question and answer period.",Margaret Young; John T. Kesler; Bob Rees,Bob Rees is a professor and Director of Mormon Studies at Graduate Theological Union. He has just completed editing the second volume of Why I Stay: The Challenge of Discipleship for Contemporary Mormons.,Lorie Winder Stromberg,,
,,,,,,,,,,,,
,,,,,,,,,"Margaret Young worked with Darius Gray for twenty years on race issues in the LDS faith, writing three historical novels and producing three documentaries with him. Since 2014, her work has been in the DR-Congo, where she is the project director of a humanitarian agency called Congo Rising, which, among other things, has produced three films, the first of which will premiere in Kinshasa in October 2019.",,,
,,,,,,,,,,,,
,,,,,,,,,"John T. Kesler, an attorney, community facilitator, consultant and lecturer, is founder and president of the Salt Lake Civil Network—the sponsor of YOUNIFY. John has also developed an awareness practice called integral polarity practice (IPP) and the IPP Institute.",,,
,176,300-B,,5:00:00 PM,6:30:00 PM,176. What's to a Faith Crisis? A Breakdown of the Process,"What leads to people transitioning out of the Church? How do transitions evolve? How do relationships with the Church and still active loved ones look once someone has transitioned? This panel will explore those questions, and others, through hearing the transition stories of the panelists.",Allan Mount; Heather Beutler Shaffer; Jake Garrett; Dallin Johnson,"Allan Mount experienced religious trauma as he familiarized himself with LDS Church history over the course of 2017. At the beginning of 2018, he and his wife started the mixed-faith marriage podcast, Marriage on a Tightrope, under Bill Reel’s Mormon Discussion family of podcasts.",Melvin Johnson,,
,,,,,,,,,,,,
,,,,,,,,,"Heather Beutler Shaffer is an English teacher who loves reading, listening, and learning. She lives with her husband, Scott Shaffer, who has the mind of a scientist and the hands of an artist. They have two young sons who give their life a lovely Calvin and Hobbes blend of wonder and chaos.",,,
,,,,,,,,,,,,
,,,,,,,,,"Jake Garrett was born and raised in Davis County, and comes from pioneer ancestors that lived in Nauvoo.",,,
,,,,,,,,,,,,
,,,,,,,,,"Dallin Johnson graduated magna cum laude from Utah State University with degrees in economics and international business before moving to Washington, DC, where he works with a nonprofit dedicated to helping people understand, use, and shape the law.",,,
,,,,,,,,,,,,
,,,,,,BENCHMARK BOOKSTORE OPEN ALL DAY,142. BOOK SIGNING: TBA,,,,,
